id,breed,horse_age,horse_gender,feed_keywords,temp_max,temp_min,precipitation,location,colic_keywords,feed_count,horse_keeping,age_group,risk_combination,is_colic
1761,Oldenburger,3,mare,hay,20.3,11.4,0.0,Berlin,sand,0,paddock,0-5,mare_paddock,True
1762,Andalusier,20,mare,haylage,9.8,4.7,5.2,Munich,sand,0,stable,16-20,mare_stable,True
1763,Hannoveraner,30,gelding,straw,23.1,11.1,2.5,Munich,impaction,0,paddock,21+,gelding_paddock,True
1764,Shetlandpony,2,stallion,straw,9.8,4.7,3.8,Berlin,spasmodic,0,pasture,0-5,stallion_pasture,True
1765,Paint Horse,25,gelding,haylage,28.0,22.5,10.5,Hanover,spasmodic,0,stable,21+,gelding_stable,True
1766,Islandpferd,1,mare,silage,5.8,0.5,0.0,Berlin,sand,0,pasture,0-5,mare_pasture,True
1767,Hannoveraner,1,stallion,fresh grass,2.6,-0.5,3.6,Berlin,gas,0,stable,0-5,stallion_stable,True
1768,Westfale,15,gelding,haylage,13.7,7.8,21.9,Nuremberg,displacement,0,paddock,11-15,gelding_paddock,True
1769,Englische Vollblüter,8,stallion,pellets,36.0,24.2,0.5,Cologne,spasmodic,0,stable,6-10,stallion_stable,True
1770,Islandpferd,24,mare,hay,34.1,18.2,0.0,Stuttgart,gas,0,stable,21+,mare_stable,True
1771,Westfale,11,mare,hay,19.4,9.4,33.3,Hanover,displacement,0,pasture,11-15,mare_pasture,True
1772,Holsteiner,25,stallion,silage,14.4,9.9,21.7,Munich,displacement,0,stable,21+,stallion_stable,True
1773,Holsteiner,8,stallion,haylage,3.0,-0.7,0.0,Frankfurt,sand,0,paddock,6-10,stallion_paddock,True
1774,Holsteiner,1,mare,straw,18.2,5.3,0.0,Frankfurt,torsion,0,stable,0-5,mare_stable,True
1775,Islandpferd,4,mare,fresh grass,6.3,-2.4,15.1,Hanover,gas,0,pasture,0-5,mare_pasture,True
1776,Trakehner,10,mare,hay,13.9,6.5,0.0,Hamburg,sand,0,paddock,6-10,mare_paddock,True
1777,Westfale,16,gelding,haylage,12.8,6.8,2.3,Leipzig,spasmodic,0,pasture,16-20,gelding_pasture,True
1778,Appaloosa,15,mare,fresh grass,7.4,2.9,5.0,Munich,spasmodic,0,paddock,11-15,mare_paddock,True
1779,Appaloosa,7,stallion,silage,6.7,-2.6,0.0,Cologne,displacement,0,stable,6-10,stallion_stable,True
1780,Islandpferd,27,mare,haylage,6.9,1.9,0.0,Frankfurt,gas,0,pasture,21+,mare_pasture,True
1781,Friese,23,stallion,corn,8.8,7.0,12.5,Stuttgart,gas,0,pasture,21+,stallion_pasture,True
1782,Deutsches Reitpony,21,mare,fresh grass,13.7,6.2,0.0,Stuttgart,impaction,0,stable,21+,mare_stable,True
1783,American Quarter Horse,1,stallion,fresh grass,4.1,-2.1,0.6,Frankfurt,gas,0,stable,0-5,stallion_stable,True
1784,Arabisches Vollblut,9,stallion,haylage,35.8,21.3,0.0,Dresden,gas,0,paddock,6-10,stallion_paddock,True
1785,Shetlandpony,12,mare,silage,9.6,-2.6,0.0,Hanover,torsion,0,paddock,11-15,mare_paddock,True
1786,Württemberger,4,mare,straw,2.2,-3.3,0.5,Nuremberg,sand,0,paddock,0-5,mare_paddock,True
1787,Hannoveraner,1,gelding,hay,10.8,5.4,5.0,Hamburg,sand,0,paddock,0-5,gelding_paddock,True
1788,Paint Horse,10,stallion,silage,26.3,17.1,0.8,Nuremberg,displacement,0,stable,6-10,stallion_stable,True
1789,American Quarter Horse,18,mare,pellets,9.8,3.5,9.8,Stuttgart,gas,0,stable,16-20,mare_stable,True
1790,Holsteiner,25,mare,haylage,5.0,-0.7,0.0,Berlin,gas,0,paddock,21+,mare_paddock,True
1791,Deutsches Reitpony,16,stallion,straw,19.3,5.2,6.2,Hanover,sand,0,paddock,16-20,stallion_paddock,True
1792,Arabisches Vollblut,19,gelding,hay,16.7,8.8,0.0,Frankfurt,sand,0,paddock,16-20,gelding_paddock,True
1793,Württemberger,7,mare,haylage,11.7,6.5,1.4,Leipzig,impaction,0,stable,6-10,mare_stable,True
1794,Englische Vollblüter,9,gelding,fresh grass,22.0,8.2,4.9,Nuremberg,gas,0,stable,6-10,gelding_stable,True
1795,Paint Horse,5,gelding,silage,18.9,11.5,0.0,Stuttgart,torsion,0,paddock,0-5,gelding_paddock,True
1796,Holsteiner,16,gelding,haylage,22.1,15.7,5.4,Cologne,spasmodic,0,pasture,16-20,gelding_pasture,True
1797,Lipizzaner,23,mare,hay,12.7,6.9,5.8,Munich,displacement,0,pasture,21+,mare_pasture,True
1798,American Quarter Horse,14,stallion,haylage,21.1,10.6,0.0,Hanover,impaction,0,pasture,11-15,stallion_pasture,True
1799,Hannoveraner,22,mare,silage,19.8,10.6,4.9,Frankfurt,spasmodic,0,paddock,21+,mare_paddock,True
1800,Englische Vollblüter,27,gelding,haylage,5.5,-1.0,10.6,Munich,displacement,0,pasture,21+,gelding_pasture,True
1801,Oldenburger,17,stallion,hay,24.3,16.1,0.0,Stuttgart,sand,0,stable,16-20,stallion_stable,True
1802,Hannoveraner,22,gelding,haylage,0.4,-1.6,1.6,Dresden,spasmodic,0,paddock,21+,gelding_paddock,True
1803,Appaloosa,19,mare,fresh grass,21.8,14.4,1.7,Hamburg,sand,0,paddock,16-20,mare_paddock,True
1804,Welsh Pony,5,gelding,haylage,17.6,11.4,2.8,Leipzig,spasmodic,0,stable,0-5,gelding_stable,True
1805,Hannoveraner,23,stallion,pellets,7.9,-1.4,4.8,Nuremberg,gas,0,paddock,21+,stallion_paddock,True
1806,Oldenburger,26,gelding,silage,19.8,9.4,0.5,Nuremberg,spasmodic,0,paddock,21+,gelding_paddock,True
1807,Deutsches Reitpony,3,mare,haylage,22.8,15.8,0.2,Berlin,spasmodic,0,paddock,0-5,mare_paddock,True
1808,Westfale,5,stallion,corn,23.5,11.1,0.0,Dresden,spasmodic,0,paddock,0-5,stallion_paddock,True
1809,Welsh Pony,3,gelding,fresh grass,31.1,17.5,0.0,Hanover,gas,0,pasture,0-5,gelding_pasture,True
1810,Paint Horse,9,gelding,fresh grass,21.9,12.9,0.2,Hamburg,sand,0,stable,6-10,gelding_stable,True
1811,Oldenburger,20,gelding,straw,33.8,23.6,2.4,Hanover,impaction,0,stable,16-20,gelding_stable,True
1812,Württemberger,6,gelding,haylage,17.6,6.9,0.0,Frankfurt,spasmodic,0,stable,6-10,gelding_stable,True
1813,Paint Horse,23,mare,silage,9.5,4.5,2.2,Leipzig,displacement,0,stable,21+,mare_stable,True
1814,Deutsches Reitpony,27,stallion,haylage,14.7,6.3,0.3,Dresden,torsion,0,pasture,21+,stallion_pasture,True
1815,Deutsches Reitpony,24,mare,haylage,31.8,18.3,0.1,Hamburg,torsion,0,pasture,21+,mare_pasture,True
1816,Hannoveraner,29,mare,pellets,6.6,1.8,1.7,Dresden,torsion,0,stable,21+,mare_stable,True
1817,Hannoveraner,13,gelding,silage,23.7,13.9,0.0,Nuremberg,impaction,0,paddock,11-15,gelding_paddock,True
1818,Andalusier,16,gelding,silage,28.1,12.4,0.0,Munich,displacement,0,stable,16-20,gelding_stable,True
1819,Paint Horse,10,gelding,corn,20.6,11.5,0.0,Hamburg,spasmodic,0,paddock,6-10,gelding_paddock,True
1820,Hannoveraner,18,gelding,corn,14.6,4.0,0.4,Stuttgart,impaction,0,paddock,16-20,gelding_paddock,True
1821,Trakehner,25,stallion,corn,20.0,12.6,11.2,Dresden,spasmodic,0,paddock,21+,stallion_paddock,True
1822,Westfale,30,stallion,fresh grass,20.3,15.7,15.9,Frankfurt,spasmodic,0,paddock,21+,stallion_paddock,True
1823,Paint Horse,14,mare,silage,-8.7,-15.7,0.0,Nuremberg,gas,0,pasture,11-15,mare_pasture,True
1824,Friese,14,stallion,hay,9.0,5.6,0.2,Munich,sand,0,pasture,11-15,stallion_pasture,True
1825,Trakehner,19,gelding,straw,-2.9,-5.4,8.1,Nuremberg,displacement,0,stable,16-20,gelding_stable,True
1826,American Quarter Horse,5,stallion,hay,9.2,6.6,1.5,Hamburg,impaction,0,stable,0-5,stallion_stable,True
1827,Trakehner,22,stallion,silage,19.5,4.1,0.0,Frankfurt,displacement,0,stable,21+,stallion_stable,True
1828,Andalusier,22,mare,haylage,20.9,7.5,0.9,Hanover,sand,0,paddock,21+,mare_paddock,True
1829,Lipizzaner,16,gelding,straw,35.7,23.4,0.1,Hanover,displacement,0,stable,16-20,gelding_stable,True
1830,Holsteiner,11,mare,silage,13.1,9.3,3.9,Leipzig,impaction,0,pasture,11-15,mare_pasture,True
1831,Haflinger,21,stallion,pellets,37.2,21.0,0.0,Dresden,impaction,0,paddock,21+,stallion_paddock,True
1832,American Quarter Horse,20,stallion,corn,27.8,21.3,30.0,Hanover,gas,0,stable,16-20,stallion_stable,True
1833,Haflinger,28,mare,corn,18.8,11.7,2.1,Cologne,gas,0,paddock,21+,mare_paddock,True
1834,Andalusier,11,stallion,silage,7.0,0.9,0.6,Dresden,torsion,0,pasture,11-15,stallion_pasture,True
1835,Paint Horse,21,mare,corn,28.3,17.4,0.0,Cologne,displacement,0,stable,21+,mare_stable,True
1836,Trakehner,27,mare,haylage,3.3,-4.0,0.0,Nuremberg,impaction,0,pasture,21+,mare_pasture,True
1837,Holsteiner,17,mare,straw,20.3,11.1,0.0,Munich,gas,0,pasture,16-20,mare_pasture,True
1838,Paint Horse,6,mare,straw,14.1,6.2,0.0,Leipzig,sand,0,paddock,6-10,mare_paddock,True
1839,American Quarter Horse,14,stallion,silage,4.9,-5.8,0.2,Frankfurt,spasmodic,0,pasture,11-15,stallion_pasture,True
1840,Arabisches Vollblut,18,mare,fresh grass,17.1,12.3,0.6,Hamburg,gas,0,stable,16-20,mare_stable,True
1841,Oldenburger,6,stallion,pellets,6.8,-4.1,0.0,Hanover,spasmodic,0,stable,6-10,stallion_stable,True
1842,Oldenburger,1,mare,straw,25.3,17.5,0.3,Cologne,sand,0,pasture,0-5,mare_pasture,True
1843,Deutsches Reitpony,19,mare,haylage,4.0,-0.2,0.6,Nuremberg,spasmodic,0,paddock,16-20,mare_paddock,True
1844,Holsteiner,11,gelding,straw,14.7,5.1,0.0,Dresden,gas,0,stable,11-15,gelding_stable,True
1845,Welsh Pony,7,stallion,fresh grass,3.9,-5.2,0.0,Leipzig,gas,0,pasture,6-10,stallion_pasture,True
1846,Shetlandpony,4,stallion,fresh grass,13.9,3.2,0.0,Nuremberg,gas,0,stable,0-5,stallion_stable,True
1847,Paint Horse,17,mare,straw,30.1,17.2,0.0,Hanover,impaction,0,pasture,16-20,mare_pasture,True
1848,Paint Horse,15,gelding,haylage,2.1,-0.4,0.1,Frankfurt,torsion,0,pasture,11-15,gelding_pasture,True
1849,Andalusier,5,gelding,haylage,-0.7,-16.1,0.0,Nuremberg,sand,0,stable,0-5,gelding_stable,True
1850,Andalusier,10,mare,haylage,4.4,-1.2,3.6,Frankfurt,spasmodic,0,pasture,6-10,mare_pasture,True
1851,Paint Horse,24,gelding,hay,32.9,21.3,0.7,Hanover,impaction,0,stable,21+,gelding_stable,True
1852,Trakehner,4,mare,haylage,8.7,0.7,0.4,Stuttgart,impaction,0,paddock,0-5,mare_paddock,True
1853,Islandpferd,18,mare,fresh grass,8.4,6.5,0.3,Hamburg,displacement,0,paddock,16-20,mare_paddock,True
1854,Shetlandpony,7,gelding,haylage,3.8,-1.2,8.1,Frankfurt,spasmodic,0,paddock,6-10,gelding_paddock,True
1855,Oldenburger,12,mare,silage,2.0,0.3,0.0,Leipzig,displacement,0,stable,11-15,mare_stable,True
1856,Friese,8,mare,straw,29.7,15.5,0.0,Leipzig,sand,0,paddock,6-10,mare_paddock,True
1857,Württemberger,10,gelding,pellets,15.4,7.9,1.5,Leipzig,displacement,0,stable,6-10,gelding_stable,True
1858,Oldenburger,23,mare,corn,24.2,15.1,1.8,Dresden,gas,0,pasture,21+,mare_pasture,True
1859,Oldenburger,6,stallion,silage,5.3,-2.3,0.0,Munich,impaction,0,paddock,6-10,stallion_paddock,True
1860,American Quarter Horse,7,mare,hay,26.1,14.4,0.0,Leipzig,sand,0,paddock,6-10,mare_paddock,True
1861,Lipizzaner,29,gelding,straw,15.0,8.4,10.0,Hamburg,impaction,0,paddock,21+,gelding_paddock,True
1862,Englische Vollblüter,6,gelding,silage,23.1,16.8,0.0,Leipzig,sand,0,paddock,6-10,gelding_paddock,True
1863,Islandpferd,27,mare,haylage,37.5,25.5,0.0,Hanover,impaction,0,paddock,21+,mare_paddock,True
1864,Westfale,13,gelding,straw,22.5,12.8,2.0,Nuremberg,displacement,0,pasture,11-15,gelding_pasture,True
1865,Hannoveraner,5,gelding,corn,17.0,7.5,0.2,Frankfurt,sand,0,paddock,0-5,gelding_paddock,True
1866,Westfale,28,gelding,pellets,16.3,8.5,0.0,Dresden,impaction,0,stable,21+,gelding_stable,True
1867,Haflinger,15,stallion,fresh grass,25.2,11.1,0.0,Stuttgart,impaction,0,stable,11-15,stallion_stable,True
1868,Deutsches Reitpony,5,mare,straw,2.9,-4.8,0.7,Frankfurt,sand,0,stable,0-5,mare_stable,True
1869,Lipizzaner,26,stallion,hay,10.8,5.5,0.0,Cologne,sand,0,paddock,21+,stallion_paddock,True
1870,Württemberger,23,gelding,haylage,6.2,1.1,2.7,Stuttgart,torsion,0,paddock,21+,gelding_paddock,True
1871,Württemberger,3,stallion,pellets,25.8,12.3,0.4,Hanover,sand,0,stable,0-5,stallion_stable,True
1872,Holsteiner,6,mare,pellets,9.0,4.4,20.3,Cologne,sand,0,stable,6-10,mare_stable,True
1873,Shetlandpony,9,mare,fresh grass,0.0,-16.1,0.0,Munich,spasmodic,0,paddock,6-10,mare_paddock,True
1874,Deutsches Reitpony,22,gelding,haylage,24.2,17.4,8.0,Leipzig,impaction,0,stable,21+,gelding_stable,True
1875,Oldenburger,18,mare,fresh grass,10.6,6.1,6.3,Cologne,gas,0,pasture,16-20,mare_pasture,True
1876,Lipizzaner,15,gelding,hay,20.5,13.8,0.2,Hanover,sand,0,paddock,11-15,gelding_paddock,True
1877,Oldenburger,17,stallion,silage,30.6,21.5,3.5,Hanover,displacement,0,stable,16-20,stallion_stable,True
1878,Haflinger,15,stallion,haylage,7.0,0.1,0.0,Stuttgart,spasmodic,0,stable,11-15,stallion_stable,True
1879,Oldenburger,13,gelding,fresh grass,12.3,6.9,1.4,Berlin,displacement,0,pasture,11-15,gelding_pasture,True
1880,Welsh Pony,10,mare,corn,20.1,9.9,0.7,Hanover,gas,0,stable,6-10,mare_stable,True
1881,Welsh Pony,17,mare,silage,5.1,-1.3,0.0,Berlin,displacement,0,stable,16-20,mare_stable,True
1882,Andalusier,30,stallion,straw,26.2,15.4,0.6,Nuremberg,impaction,0,stable,21+,stallion_stable,True
1883,Paint Horse,5,stallion,fresh grass,27.1,15.0,0.0,Stuttgart,displacement,0,paddock,0-5,stallion_paddock,True
1884,Lipizzaner,5,mare,haylage,9.9,5.2,10.2,Stuttgart,displacement,0,pasture,0-5,mare_pasture,True
1885,Appaloosa,24,mare,silage,21.7,15.8,12.1,Hamburg,displacement,0,stable,21+,mare_stable,True
1886,Welsh Pony,27,mare,corn,9.8,3.9,0.0,Cologne,sand,0,stable,21+,mare_stable,True
1887,Appaloosa,10,gelding,haylage,31.1,15.8,0.0,Leipzig,torsion,0,stable,6-10,gelding_stable,True
1888,Islandpferd,1,stallion,haylage,28.4,15.1,0.0,Hanover,spasmodic,0,stable,0-5,stallion_stable,True
1889,Arabisches Vollblut,7,mare,silage,8.5,2.9,6.6,Munich,gas,0,paddock,6-10,mare_paddock,True
1890,Trakehner,14,gelding,silage,25.9,9.2,0.4,Hanover,gas,0,pasture,11-15,gelding_pasture,True
1891,Oldenburger,30,gelding,straw,7.0,-0.6,0.0,Stuttgart,impaction,0,stable,21+,gelding_stable,True
1892,Appaloosa,27,gelding,corn,7.5,-1.8,0.0,Dresden,impaction,0,stable,21+,gelding_stable,True
1893,Trakehner,2,gelding,pellets,27.1,13.0,0.0,Hamburg,impaction,0,pasture,0-5,gelding_pasture,True
1894,Arabisches Vollblut,23,mare,hay,6.1,2.9,0.7,Frankfurt,spasmodic,0,pasture,21+,mare_pasture,True
1895,Westfale,2,mare,hay,15.3,4.8,0.1,Nuremberg,displacement,0,pasture,0-5,mare_pasture,True
1896,Deutsches Reitpony,4,gelding,corn,15.9,11.5,0.0,Leipzig,displacement,0,pasture,0-5,gelding_pasture,True
1897,Lipizzaner,25,gelding,pellets,12.8,4.9,0.0,Berlin,impaction,0,paddock,21+,gelding_paddock,True
1898,Hannoveraner,4,gelding,pellets,7.7,6.5,2.6,Hamburg,displacement,0,paddock,0-5,gelding_paddock,True
1899,Andalusier,5,stallion,haylage,21.6,6.6,0.0,Hamburg,spasmodic,0,paddock,0-5,stallion_paddock,True
1900,Englische Vollblüter,8,stallion,silage,14.2,0.9,0.2,Stuttgart,gas,0,pasture,6-10,stallion_pasture,True
1901,Westfale,13,gelding,fresh grass,21.3,15.5,5.4,Hamburg,spasmodic,0,pasture,11-15,gelding_pasture,True
1902,Deutsches Reitpony,19,gelding,haylage,1.0,-6.5,0.7,Stuttgart,gas,0,pasture,16-20,gelding_pasture,True
1903,Paint Horse,5,gelding,pellets,13.1,0.5,0.0,Hanover,torsion,0,stable,0-5,gelding_stable,True
1904,Shetlandpony,11,stallion,straw,19.7,14.0,0.0,Stuttgart,sand,0,paddock,11-15,stallion_paddock,True
1905,Appaloosa,10,stallion,straw,24.1,14.3,0.3,Frankfurt,spasmodic,0,pasture,6-10,stallion_pasture,True
1906,Oldenburger,23,stallion,pellets,10.2,-0.6,0.0,Cologne,torsion,0,stable,21+,stallion_stable,True
1907,Lipizzaner,12,mare,corn,7.6,-0.8,0.0,Hanover,sand,0,pasture,11-15,mare_pasture,True
1908,Islandpferd,26,mare,pellets,22.8,13.9,0.0,Hamburg,impaction,0,stable,21+,mare_stable,True
1909,Paint Horse,27,gelding,corn,7.5,0.7,0.0,Hamburg,impaction,0,paddock,21+,gelding_paddock,True
1910,Arabisches Vollblut,20,mare,straw,18.2,8.6,3.8,Leipzig,spasmodic,0,stable,16-20,mare_stable,True
1911,Lipizzaner,9,mare,silage,2.5,0.1,0.9,Frankfurt,sand,0,pasture,6-10,mare_pasture,True
1912,Haflinger,22,stallion,silage,22.6,12.5,0.0,Stuttgart,displacement,0,stable,21+,stallion_stable,True
1913,American Quarter Horse,8,mare,straw,-0.6,-7.2,0.0,Nuremberg,sand,0,paddock,6-10,mare_paddock,True
1914,Islandpferd,11,mare,silage,24.9,12.3,3.4,Hanover,impaction,0,pasture,11-15,mare_pasture,True
1915,Holsteiner,9,mare,pellets,27.0,12.0,1.9,Stuttgart,gas,0,stable,6-10,mare_stable,True
1916,Englische Vollblüter,25,gelding,silage,21.6,12.7,0.0,Leipzig,impaction,0,paddock,21+,gelding_paddock,True
1917,Englische Vollblüter,11,gelding,straw,10.1,-2.8,0.0,Leipzig,sand,0,pasture,11-15,gelding_pasture,True
1918,Friese,6,mare,fresh grass,30.3,17.4,0.1,Berlin,sand,0,stable,6-10,mare_stable,True
1919,Welsh Pony,4,stallion,corn,16.8,10.6,2.8,Frankfurt,impaction,0,pasture,0-5,stallion_pasture,True
1920,Shetlandpony,10,gelding,pellets,21.1,8.8,5.2,Nuremberg,impaction,0,pasture,6-10,gelding_pasture,True
1921,Paint Horse,11,mare,corn,25.9,15.2,0.7,Stuttgart,torsion,0,stable,11-15,mare_stable,True
1922,Deutsches Reitpony,29,mare,silage,18.9,4.2,0.0,Munich,sand,0,pasture,21+,mare_pasture,True
1923,Oldenburger,21,gelding,fresh grass,7.3,2.3,0.0,Berlin,displacement,0,paddock,21+,gelding_paddock,True
1924,Englische Vollblüter,14,gelding,hay,29.8,18.9,16.3,Hanover,displacement,0,stable,11-15,gelding_stable,True
1925,Andalusier,20,mare,fresh grass,16.0,1.6,0.0,Nuremberg,impaction,0,pasture,16-20,mare_pasture,True
1926,Deutsches Reitpony,27,stallion,haylage,6.5,1.6,7.0,Stuttgart,spasmodic,0,stable,21+,stallion_stable,True
1927,Lipizzaner,19,stallion,straw,6.4,-1.3,0.0,Berlin,displacement,0,pasture,16-20,stallion_pasture,True
1928,Holsteiner,27,stallion,silage,7.6,2.1,9.0,Hamburg,displacement,0,stable,21+,stallion_stable,True
1929,Shetlandpony,2,gelding,corn,17.9,4.8,0.0,Dresden,gas,0,pasture,0-5,gelding_pasture,True
1930,Englische Vollblüter,2,mare,corn,30.4,18.8,0.0,Berlin,gas,0,stable,0-5,mare_stable,True
1931,Andalusier,5,stallion,fresh grass,26.4,12.6,0.0,Munich,displacement,0,stable,0-5,stallion_stable,True
1932,Westfale,6,mare,fresh grass,24.7,11.7,0.0,Hamburg,gas,0,pasture,6-10,mare_pasture,True
1933,Westfale,2,mare,corn,14.9,10.0,0.5,Hamburg,spasmodic,0,pasture,0-5,mare_pasture,True
1934,Haflinger,2,stallion,corn,27.7,19.5,0.0,Dresden,sand,0,paddock,0-5,stallion_paddock,True
1935,Friese,24,gelding,haylage,29.8,16.8,0.1,Stuttgart,sand,0,paddock,21+,gelding_paddock,True
1936,Friese,11,mare,silage,17.1,7.2,11.1,Nuremberg,gas,0,paddock,11-15,mare_paddock,True
1937,Appaloosa,3,mare,fresh grass,1.1,-0.4,0.1,Munich,gas,0,pasture,0-5,mare_pasture,True
1938,Hannoveraner,18,mare,corn,17.8,10.9,1.7,Berlin,sand,0,pasture,16-20,mare_pasture,True
1939,Holsteiner,29,mare,straw,14.2,9.4,0.5,Frankfurt,impaction,0,stable,21+,mare_stable,True
1940,Deutsches Reitpony,18,gelding,haylage,11.2,4.7,1.6,Munich,spasmodic,0,paddock,16-20,gelding_paddock,True
1941,Paint Horse,18,mare,hay,17.6,6.2,1.8,Hanover,gas,0,stable,16-20,mare_stable,True
1942,American Quarter Horse,9,stallion,corn,11.1,7.7,3.3,Berlin,spasmodic,0,stable,6-10,stallion_stable,True
1943,Württemberger,8,gelding,fresh grass,5.9,1.1,8.0,Munich,sand,0,paddock,6-10,gelding_paddock,True
1944,Westfale,22,gelding,fresh grass,27.3,14.5,0.0,Stuttgart,impaction,0,pasture,21+,gelding_pasture,True
1945,Westfale,7,mare,fresh grass,6.4,-3.0,0.0,Munich,sand,0,stable,6-10,mare_stable,True
1946,American Quarter Horse,19,stallion,silage,22.8,13.8,1.2,Munich,displacement,0,stable,16-20,stallion_stable,True
1947,Württemberger,23,stallion,fresh grass,18.1,6.5,0.0,Stuttgart,spasmodic,0,pasture,21+,stallion_pasture,True
1948,Westfale,20,stallion,straw,20.1,4.8,0.0,Berlin,torsion,0,stable,16-20,stallion_stable,True
1949,Paint Horse,16,stallion,silage,16.5,1.1,0.0,Berlin,spasmodic,0,pasture,16-20,stallion_pasture,True
1950,Haflinger,25,mare,pellets,0.8,-4.3,0.0,Munich,torsion,0,paddock,21+,mare_paddock,True
1951,Paint Horse,2,stallion,haylage,-0.6,-4.9,0.0,Berlin,spasmodic,0,stable,0-5,stallion_stable,True
1952,Westfale,30,mare,hay,24.1,14.3,0.3,Frankfurt,spasmodic,0,stable,21+,mare_stable,True
1953,Paint Horse,25,stallion,haylage,25.1,18.4,8.4,Nuremberg,impaction,0,stable,21+,stallion_stable,True
1954,Haflinger,22,stallion,silage,21.4,14.0,0.4,Dresden,spasmodic,0,paddock,21+,stallion_paddock,True
1955,Westfale,1,stallion,haylage,22.3,13.5,0.0,Berlin,torsion,0,pasture,0-5,stallion_pasture,True
1956,Welsh Pony,20,stallion,hay,29.2,19.6,3.9,Stuttgart,torsion,0,stable,16-20,stallion_stable,True
1957,Deutsches Reitpony,20,stallion,fresh grass,16.8,9.0,8.0,Hanover,spasmodic,0,stable,16-20,stallion_stable,True
1958,Englische Vollblüter,30,stallion,straw,21.2,10.2,0.0,Leipzig,impaction,0,stable,21+,stallion_stable,True
1959,Andalusier,10,gelding,fresh grass,6.7,-2.0,0.0,Leipzig,displacement,0,pasture,6-10,gelding_pasture,True
1960,Andalusier,16,mare,straw,25.8,15.2,0.0,Hanover,sand,0,paddock,16-20,mare_paddock,True
1961,American Quarter Horse,18,mare,hay,12.1,7.0,1.6,Hanover,sand,0,pasture,16-20,mare_pasture,True
1962,Welsh Pony,1,gelding,silage,12.6,6.0,0.0,Munich,sand,0,paddock,0-5,gelding_paddock,True
1963,Lipizzaner,11,mare,corn,28.4,16.3,0.2,Hanover,gas,0,pasture,11-15,mare_pasture,True
1964,Lipizzaner,13,stallion,silage,21.2,11.0,0.0,Dresden,spasmodic,0,paddock,11-15,stallion_paddock,True
1965,Paint Horse,8,gelding,corn,-2.2,-8.8,0.0,Berlin,spasmodic,0,paddock,6-10,gelding_paddock,True
1966,Trakehner,6,mare,fresh grass,18.2,10.1,5.9,Munich,spasmodic,0,stable,6-10,mare_stable,True
1967,Haflinger,16,stallion,corn,20.3,14.7,14.9,Stuttgart,impaction,0,paddock,16-20,stallion_paddock,True
1968,Lipizzaner,18,mare,pellets,15.7,2.7,0.0,Dresden,gas,0,stable,16-20,mare_stable,True
1969,Hannoveraner,13,stallion,hay,21.2,10.7,4.5,Hanover,displacement,0,pasture,11-15,stallion_pasture,True
1970,Appaloosa,17,mare,hay,30.5,14.5,0.0,Berlin,sand,0,paddock,16-20,mare_paddock,True
1971,Friese,4,gelding,haylage,15.8,8.1,5.8,Leipzig,displacement,0,pasture,0-5,gelding_pasture,True
1972,Shetlandpony,23,stallion,corn,23.5,17.3,3.2,Berlin,gas,0,stable,21+,stallion_stable,True
1973,Arabisches Vollblut,2,mare,haylage,27.4,12.4,0.0,Frankfurt,gas,0,pasture,0-5,mare_pasture,True
1974,Deutsches Reitpony,24,gelding,fresh grass,5.9,0.5,0.3,Hamburg,displacement,0,paddock,21+,gelding_paddock,True
1975,Oldenburger,6,mare,silage,22.8,15.5,3.5,Cologne,displacement,0,stable,6-10,mare_stable,True
1976,Shetlandpony,27,stallion,haylage,24.0,15.1,0.5,Cologne,torsion,0,paddock,21+,stallion_paddock,True
1977,Oldenburger,11,gelding,silage,4.2,-3.7,21.9,Nuremberg,displacement,0,stable,11-15,gelding_stable,True
1978,Haflinger,19,mare,silage,32.1,23.0,0.0,Cologne,sand,0,paddock,16-20,mare_paddock,True
1979,Appaloosa,21,mare,fresh grass,9.9,6.4,4.3,Hamburg,spasmodic,0,paddock,21+,mare_paddock,True
1980,American Quarter Horse,28,stallion,silage,11.1,2.7,0.7,Stuttgart,displacement,0,paddock,21+,stallion_paddock,True
1981,Welsh Pony,10,gelding,pellets,23.2,13.4,0.0,Stuttgart,gas,0,pasture,6-10,gelding_pasture,True
